name_model,code_model,docstring_model,nodoc_model,k,name_hits,code_hits,docstring_hits,nodoc_hits,total_methods
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,intfloat/e5-large-v2,1,5,22,15,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,intfloat/e5-large-v2,3,26,45,27,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,intfloat/e5-large-v2,5,39,52,29,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,intfloat/e5-large-v2,7,43,64,30,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,intfloat/e5-large-v2,10,49,71,38,63,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,intfloat/e5-large-v2,15,55,75,39,68,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,w601sxs/b1ade-embed,1,5,22,15,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,w601sxs/b1ade-embed,3,26,45,27,43,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,w601sxs/b1ade-embed,5,39,52,29,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,w601sxs/b1ade-embed,7,43,64,30,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,w601sxs/b1ade-embed,10,49,71,38,69,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,w601sxs/b1ade-embed,15,55,75,39,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,1,5,22,24,19,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,3,26,45,40,36,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,5,39,52,46,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,7,43,64,48,53,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,10,49,71,54,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,15,55,75,59,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-Embedding-v0,1,5,22,24,13,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-Embedding-v0,3,26,45,40,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-Embedding-v0,5,39,52,46,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-Embedding-v0,7,43,64,48,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-Embedding-v0,10,49,71,54,64,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-Embedding-v0,15,55,75,59,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,1,5,22,24,17,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,3,26,45,40,46,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,5,39,52,46,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,7,43,64,48,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,10,49,71,54,66,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,15,55,75,59,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,ibm-granite/granite-embedding-125m-english,1,5,22,24,14,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,ibm-granite/granite-embedding-125m-english,3,26,45,40,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,ibm-granite/granite-embedding-125m-english,5,39,52,46,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,ibm-granite/granite-embedding-125m-english,7,43,64,48,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,ibm-granite/granite-embedding-125m-english,10,49,71,54,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,ibm-granite/granite-embedding-125m-english,15,55,75,59,67,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,intfloat/e5-large-v2,1,5,22,24,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,intfloat/e5-large-v2,3,26,45,40,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,intfloat/e5-large-v2,5,39,52,46,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,intfloat/e5-large-v2,7,43,64,48,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,intfloat/e5-large-v2,10,49,71,54,63,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,intfloat/e5-large-v2,15,55,75,59,68,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,w601sxs/b1ade-embed,1,5,22,24,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,w601sxs/b1ade-embed,3,26,45,40,43,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,w601sxs/b1ade-embed,5,39,52,46,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,w601sxs/b1ade-embed,7,43,64,48,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,w601sxs/b1ade-embed,10,49,71,54,69,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,w601sxs/b1ade-embed,15,55,75,59,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,1,5,22,25,19,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,3,26,45,41,36,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,5,39,52,44,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,7,43,64,48,53,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,10,49,71,56,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,Alibaba-NLP/gte-large-en-v1.5,15,55,75,61,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-Embedding-v0,1,5,22,25,13,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-Embedding-v0,3,26,45,41,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-Embedding-v0,5,39,52,44,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-Embedding-v0,7,43,64,48,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-Embedding-v0,10,49,71,56,64,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-Embedding-v0,15,55,75,61,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,1,5,22,25,17,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,3,26,45,41,46,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,5,39,52,44,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,7,43,64,48,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,10,49,71,56,66,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,avsolatorio/GIST-large-Embedding-v0,15,55,75,61,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,ibm-granite/granite-embedding-125m-english,1,5,22,25,14,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,ibm-granite/granite-embedding-125m-english,3,26,45,41,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,ibm-granite/granite-embedding-125m-english,5,39,52,44,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,ibm-granite/granite-embedding-125m-english,7,43,64,48,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,ibm-granite/granite-embedding-125m-english,10,49,71,56,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,ibm-granite/granite-embedding-125m-english,15,55,75,61,67,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,intfloat/e5-large-v2,1,5,22,25,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,intfloat/e5-large-v2,3,26,45,41,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,intfloat/e5-large-v2,5,39,52,44,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,intfloat/e5-large-v2,7,43,64,48,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,intfloat/e5-large-v2,10,49,71,56,63,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,intfloat/e5-large-v2,15,55,75,61,68,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,w601sxs/b1ade-embed,1,5,22,25,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,w601sxs/b1ade-embed,3,26,45,41,43,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,w601sxs/b1ade-embed,5,39,52,44,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,w601sxs/b1ade-embed,7,43,64,48,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,w601sxs/b1ade-embed,10,49,71,56,69,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,w601sxs/b1ade-embed,15,55,75,61,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,Alibaba-NLP/gte-large-en-v1.5,1,5,22,22,19,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,Alibaba-NLP/gte-large-en-v1.5,3,26,45,41,36,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,Alibaba-NLP/gte-large-en-v1.5,5,39,52,51,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,Alibaba-NLP/gte-large-en-v1.5,7,43,64,51,53,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,Alibaba-NLP/gte-large-en-v1.5,10,49,71,62,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,Alibaba-NLP/gte-large-en-v1.5,15,55,75,65,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-Embedding-v0,1,5,22,22,13,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-Embedding-v0,3,26,45,41,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-Embedding-v0,5,39,52,51,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-Embedding-v0,7,43,64,51,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-Embedding-v0,10,49,71,62,64,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-Embedding-v0,15,55,75,65,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-large-Embedding-v0,1,5,22,22,17,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-large-Embedding-v0,3,26,45,41,46,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-large-Embedding-v0,5,39,52,51,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-large-Embedding-v0,7,43,64,51,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-large-Embedding-v0,10,49,71,62,66,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,avsolatorio/GIST-large-Embedding-v0,15,55,75,65,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,ibm-granite/granite-embedding-125m-english,1,5,22,22,14,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,ibm-granite/granite-embedding-125m-english,3,26,45,41,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,ibm-granite/granite-embedding-125m-english,5,39,52,51,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,ibm-granite/granite-embedding-125m-english,7,43,64,51,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,ibm-granite/granite-embedding-125m-english,10,49,71,62,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,ibm-granite/granite-embedding-125m-english,15,55,75,65,67,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,1,5,22,22,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,3,26,45,41,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,5,39,52,51,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,7,43,64,51,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,10,49,71,62,63,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,15,55,75,65,68,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,w601sxs/b1ade-embed,1,5,22,22,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,w601sxs/b1ade-embed,3,26,45,41,43,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,w601sxs/b1ade-embed,5,39,52,51,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,w601sxs/b1ade-embed,7,43,64,51,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,w601sxs/b1ade-embed,10,49,71,62,69,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,w601sxs/b1ade-embed,15,55,75,65,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,1,5,22,21,19,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,3,26,45,36,36,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,5,39,52,39,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,7,43,64,40,53,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,10,49,71,48,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,Alibaba-NLP/gte-large-en-v1.5,15,55,75,52,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,1,5,22,21,13,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,3,26,45,36,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,5,39,52,39,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,7,43,64,40,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,10,49,71,48,64,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-Embedding-v0,15,55,75,52,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,1,5,22,21,17,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,3,26,45,36,46,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,5,39,52,39,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,7,43,64,40,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,10,49,71,48,66,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,avsolatorio/GIST-large-Embedding-v0,15,55,75,52,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,1,5,22,21,14,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,3,26,45,36,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,5,39,52,39,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,7,43,64,40,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,10,49,71,48,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,ibm-granite/granite-embedding-125m-english,15,55,75,52,67,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,intfloat/e5-large-v2,1,5,22,21,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,intfloat/e5-large-v2,3,26,45,36,39,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,intfloat/e5-large-v2,5,39,52,39,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,intfloat/e5-large-v2,7,43,64,40,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,intfloat/e5-large-v2,10,49,71,48,63,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,intfloat/e5-large-v2,15,55,75,52,68,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,w601sxs/b1ade-embed,1,5,22,21,15,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,w601sxs/b1ade-embed,3,26,45,36,43,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,w601sxs/b1ade-embed,5,39,52,39,52,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,w601sxs/b1ade-embed,7,43,64,40,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,w601sxs/b1ade-embed,10,49,71,48,69,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,intfloat/e5-large-v2,w601sxs/b1ade-embed,15,55,75,52,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,Alibaba-NLP/gte-large-en-v1.5,1,5,22,23,19,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,Alibaba-NLP/gte-large-en-v1.5,3,26,45,40,36,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,Alibaba-NLP/gte-large-en-v1.5,5,39,52,45,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,Alibaba-NLP/gte-large-en-v1.5,7,43,64,48,53,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,Alibaba-NLP/gte-large-en-v1.5,10,49,71,55,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,Alibaba-NLP/gte-large-en-v1.5,15,55,75,58,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-Embedding-v0,1,5,22,23,13,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-Embedding-v0,3,26,45,40,45,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-Embedding-v0,5,39,52,45,58,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-Embedding-v0,7,43,64,48,61,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-Embedding-v0,10,49,71,55,64,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-Embedding-v0,15,55,75,58,74,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-large-Embedding-v0,1,5,22,23,17,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-large-Embedding-v0,3,26,45,40,46,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-large-Embedding-v0,5,39,52,45,55,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-large-Embedding-v0,7,43,64,48,60,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-large-Embedding-v0,10,49,71,55,66,96
ibm-granite/granite-embedding-125m-english,intfloat/e5-large-v2,w601sxs/b1ade-embed,avsolatorio/GIST-large-Embedding-v0,15,55,75,58,74,96
